20171201023244.IR.SHRT..BH. 423.0   1 1 1 1 1 0.0 0.0 0 0 0
20171201023244.IR.JHRM..BH. 444.0   1 1 1 1 1 0.0 0.0 0 0 0
20171201023244.IR.ANAR..BH. 440.0   1 1 1 1 1 0.0 0.0 0 0 0
